Center,Center Search Status,Facility,FacilityURL,Occupied,Status,URL Link,Record Date,Last Update,Country,Contact,Phone,Location,City,State,Zipcode
Marshall Space Flight Center,Public,Subscale Rocket Motor Processing Fac 4707,,01/01/1956 12:00:00 AM,Active,,03/01/1996 12:00:00 AM,03/31/2014 12:00:00 AM,US,Pam Caruso,256-544-7795,"35812(34.729538, -86.585283)",Huntsville,AL,35812
Marshall Space Flight Center,Public,EH Ambient & High Pressure LOX/GOX Facility 4623,,01/01/1960 12:00:00 AM,Active,,03/01/1996 12:00:00 AM,05/30/2014 12:00:00 AM,US,Pam Caruso,256-544-7795,"35812(34.729538, -86.585283)",Huntsville,AL,35812
Marshall Space Flight Center,Public,ED Coldflow R & D Test Complex 4776,,01/01/1985 12:00:00 AM,Active,,03/01/1996 12:00:00 AM,05/30/2014 12:00:00 AM,US,Pam Caruso,256-544-7795,"35812(34.729538, -86.585283)",Huntsville,AL,35812
Goddard Space Flight Center,Public,700: High Capacity Centrifuge (HCC),,01/01/1965 12:00:00 AM,Active,,03/01/1996 12:00:00 AM,08/16/2013 12:00:00 AM,US,Barry Green,301 286 2520,"20771(38.99538, -76.853161)",Greenbelt,MD,20771
Marshall Space Flight Center,Public,EB Audio Reverberant Facility 4477,,01/01/1991 12:00:00 AM,Active,,03/01/1996 12:00:00 AM,05/30/2014 12:00:00 AM,US,Pam Caruso,256-544-7795,"35812(34.729538, -86.585283)",Huntsville,AL,35812
Marshall Space Flight Center,Public,EB Precision Optical Facility 4487,,01/01/1968 12:00:00 AM,Active,,03/01/1996 12:00:00 AM,05/30/2014 12:00:00 AM,US,Pam Caruso,256-544-7795,"35812(34.729538, -86.585283)",Huntsville,AL,35812
Kennedy Space Center,Public,Payload Support Facility/M7-505 ,,01/01/1962 12:00:00 AM,,,03/01/1996 12:00:00 AM,06/22/2015 12:00:00 AM,US,Sheryl Chaffee,321-867-8047,"32899(28.538331, -81.378879)",Kennedy Space Center,FL,32899
Marshall Space Flight Center,Public,EV LAB 1/2 Mile Antenna Test Range 4194 ,,01/01/1976 12:00:00 AM,Active,,03/01/1996 12:00:00 AM,03/31/2014 12:00:00 AM,US,Pam Caruso,256-544-7795,"35812(34.729538, -86.585283)",Huntsville,AL,35812
NASA Aircraft Management Division,Public,DFRC RQ-4 Global Hawk Unmanned Aerial System,,,Active,http://www.nasa.gov/centers/dryden/aircraft/GlobalHawk/index.html,10/07/2009 12:00:00 AM,02/13/2013 12:00:00 AM,US,Hsien (Shen) Yen,202 358 4721,"20546(38.883239, -77.016473)",Washington,DC,20546
Michoud Assembly Facility,Public,Component Ablator Facility SLA Spray Preparation Area,,01/01/1985 12:00:00 AM,Active,http://mafbusiness.msfc.nasa.gov/,04/06/2009 12:00:00 AM,02/19/2013 12:00:00 AM,US,Ernest Graham,504.257-2619,"70189(29.950621, -90.074948)",New Orleans,LA,70189
Marshall Space Flight Center,Public,EH Hazardous Machining Facility 4759,,01/01/1958 12:00:00 AM,Active,,03/01/1996 12:00:00 AM,06/02/2014 12:00:00 AM,US,Pam Caruso,256-544-7795,"35812(34.729538, -86.585283)",Huntsville,AL,35812
Glenn Research Center,Public,"10 x 10 Supersonic Wind Tunnel, Bldg. 85",,01/01/1955 12:00:00 AM,Active,http://facilities.grc.nasa.gov/10x10/index.html,03/01/1996 12:00:00 AM,03/04/2015 12:00:00 AM,US,Linda C. Elonen-Wright,216-433-9370,"44135(41.430364, -81.808561)",Cleveland,OH,44135
NASA Aircraft Management Division,Public,LaRC Cessna 206 Stationair Research Aircraft,,,Active,,11/04/2009 12:00:00 AM,07/22/2013 12:00:00 AM,US,Hsien (Shen) Yen,202 358 4721,"20546(38.883239, -77.016473)",Washington,DC,20546
Kennedy Space Center,Public,Orbiter Processing Facility(OPF) Annex/K6-894 ,,01/01/1977 12:00:00 AM,,,03/01/1996 12:00:00 AM,06/22/2015 12:00:00 AM,US,Sheryl Chaffee,321-867-8047,"32899(28.538331, -81.378879)",Kennedy Space Center,FL,32899
Johnson Space Center,Public,"Spacecraft Acoustic Lab (SAL), B-49",,,Active,http://www.nasa.gov/centers/johnson/pdf/639503main_VATF_User_Test_Planning_Guide.pdf,07/08/2010 12:00:00 AM,09/26/2012 12:00:00 AM,US,Charles Noel,281.483.3219,"77058(29.559177, -95.097897)",Houston,TX,77058
Goddard Space Flight Center,Public,900: NASA Center for Computational Sciences/ B. 28,,,Active,,03/01/1996 12:00:00 AM,08/16/2013 12:00:00 AM,US,Barry Green,301 286 2520,"20771(38.99538, -76.853161)",Greenbelt,MD,20771
Jet Propulsion Lab,Public,Energy Conservation Laboratory Patio Chamber,,,Active,,07/06/2010 12:00:00 AM,08/07/2013 12:00:00 AM,US,Gary Gray,818.354.0701,"91109(34.178124, -118.150662)",PASADENA,CA,91109
Kennedy Space Center,Public,High Bay 1/1726/HGR-S ,,01/01/1957 12:00:00 AM,,,03/01/1996 12:00:00 AM,06/22/2015 12:00:00 AM,US,Sheryl Chaffee,321-867-8047,"32899(28.538331, -81.378879)",Kennedy Space Center,FL,32899
Jet Propulsion Lab,Public,Acoustics Noise Test Cell,,01/01/1961 12:00:00 AM,Active,http://etl.jpl.nasa.gov,03/01/1996 12:00:00 AM,08/07/2013 12:00:00 AM,US,Gary Gray,818.354.0701,"91109(34.178124, -118.150662)",PASADENA,CA,91109
Kennedy Space Center,Public,Engineering Development Laboratory/M7-409 ,,01/01/1966 12:00:00 AM,,,03/01/1996 12:00:00 AM,06/22/2015 12:00:00 AM,US,Sheryl Chaffee,321-867-8047,"32899(28.538331, -81.378879)",Kennedy Space Center,FL,32899
Stennis Space Center,Public,B Complex Test Control Center (TCC) #4210,,01/01/1966 12:00:00 AM,Active,http://rockettest.nasa.gov,03/01/1996 12:00:00 AM,04/06/2015 12:00:00 AM,US,Robert Bruce,228-688-1646,"39529-6000(30.385948, -89.604486)",Stennis Space Center,MS,39529-6000
Langley Research Center,Public,Structural Acoustic Loads & Transmission Facility,,,Active,http://stab.larc.nasa.gov/Fac-SALT.html,08/01/2012 12:00:00 AM,08/02/2012 12:00:00 AM,US,Sherry Johnson,757.864-3848,"23681-2199(37.08681, -76.376649)",Hampton,VA,23681-2199
Stennis Space Center,Public,Test Operations Bldg. E Complex #4010,,01/01/1991 12:00:00 AM,Active,http://rockettest.nasa.gov,03/01/1996 12:00:00 AM,04/06/2015 12:00:00 AM,US,Robert Bruce,228-688-1646,"39529-6000(30.385948, -89.604486)",Stennis Space Center,MS,39529-6000
Marshall Space Flight Center,Public,"EM Impact Testing Facility 4571, 4612",,01/01/2005 12:00:00 AM,Active,,08/04/2006 12:00:00 AM,06/02/2014 12:00:00 AM,US,Pam Caruso,256-544-7795,"35812(34.729538, -86.585283)",Huntsville,AL,35812
Marshall Space Flight Center,Public,18-Ft Vacuum Coating Chamber - 4707,,,Inactive,,07/16/2010 12:00:00 AM,02/20/2015 12:00:00 AM,US,Pam Caruso,256-544-7795,"35812(34.729538, -86.585283)",Huntsville,AL,35812
Glenn Research Center,Public,"Aero Acoustic Propulsion Lab., (AAPL) Bldg. 145",,01/01/1990 12:00:00 AM,Active,http://facilities.grc.nasa.gov/aapl/index.html,03/01/1996 12:00:00 AM,03/04/2015 12:00:00 AM,US,Linda C. Elonen-Wright,216-433-9370,"44135(41.430364, -81.808561)",Cleveland,OH,44135
Marshall Space Flight Center,Public,Sun Spot Thermal Vacuum Chamber - 4619,,,Active,,07/18/2010 12:00:00 AM,02/20/2015 12:00:00 AM,US,Pam Caruso,256-544-7795,"35812(34.729538, -86.585283)",Huntsville,AL,35812
Jet Propulsion Lab,Public,10-Ft Vertical Space Simulator,,01/01/1965 12:00:00 AM,Inactive,http://etl.jpl.nasa.gov,03/01/1996 12:00:00 AM,08/07/2013 12:00:00 AM,US,Gary Gray,818.354.0701,"91109(34.178124, -118.150662)",PASADENA,CA,91109
Marshall Space Flight Center,Public,EM-20 Film Radiography Facility 4702,,,Active,,08/11/2006 12:00:00 AM,06/02/2014 12:00:00 AM,US,Pam Caruso,256-544-7795,"35812(34.729538, -86.585283)",Huntsville,AL,35812
Goddard Space Flight Center,Public,"500: NASA Communications Facility (NASCOM), B. 3",,01/01/1961 12:00:00 AM,Active,,03/01/1996 12:00:00 AM,08/16/2013 12:00:00 AM,US,Barry Green,301 286 2520,"20771(38.99538, -76.853161)",Greenbelt,MD,20771
NASA Aircraft Management Division,Public,DFRC ER-2 High Altitude Research Aircraft,,,Active,http://www.nasa.gov/centers/dryden/aircraft/ER-2/index.html,09/08/2009 12:00:00 AM,02/13/2013 12:00:00 AM,US,Hsien (Shen) Yen,202 358 4721,"20546(38.883239, -77.016473)",Washington,DC,20546
Glenn Research Center,Public,"Engine Components Research Lab (ECRL), Bldg. 102 ",,01/01/1957 12:00:00 AM,Active,http://www.grc.nasa.gov/WWW/Facilities/ext/ecrl/in,03/01/1996 12:00:00 AM,03/04/2015 12:00:00 AM,US,Linda C. Elonen-Wright,216-433-9370,"44135(41.430364, -81.808561)",Cleveland,OH,44135
Stennis Space Center,Public,Test Facility E-1 #4050,,01/01/1992 12:00:00 AM,Active,http://rockettest.nasa.gov,03/01/1996 12:00:00 AM,04/06/2015 12:00:00 AM,US,Robert Bruce,228-688-1646,"39529-6000(30.385948, -89.604486)",Stennis Space Center,MS,39529-6000
NASA Aircraft Management Division,Public,LaRC Cirrus SR-22 Research Aircraft,,,Active,,11/04/2009 12:00:00 AM,07/22/2013 12:00:00 AM,US,Hsien (Shen) Yen,202 358 4721,"20546(38.883239, -77.016473)",Washington,DC,20546
Kennedy Space Center,Public,HMF South Processing Bldg/Support Area/M7-1212 ,,01/01/1964 12:00:00 AM,,,03/01/1996 12:00:00 AM,06/22/2015 12:00:00 AM,US,Sheryl Chaffee,321-867-8047,"32899(28.538331, -81.378879)",Kennedy Space Center,FL,32899
Glenn Research Center,Public,"Research Combustion Laboratory, Bldg. 35",,01/01/1945 12:00:00 AM,Active,http://www.grc.nasa.gov/WWW/Facilities/ext/rcl/ind,03/01/1996 12:00:00 AM,03/04/2015 12:00:00 AM,US,Linda C. Elonen-Wright,216-433-9370,"44135(41.430364, -81.808561)",Cleveland,OH,44135
Marshall Space Flight Center,Public,Materials Testing & Research Facility 4464,,,Active,,03/08/2007 12:00:00 AM,03/31/2014 12:00:00 AM,US,Pam Caruso,256-544-7795,"35812(34.729538, -86.585283)",Huntsville,AL,35812
Kennedy Space Center,Public,Launch Equipment Shop (LES)/K6-1247 ,,01/01/1965 12:00:00 AM,,,03/01/1996 12:00:00 AM,06/22/2015 12:00:00 AM,US,Sheryl Chaffee,321-867-8047,"32899(28.538331, -81.378879)",Kennedy Space Center,FL,32899
Kennedy Space Center,Public,Low Bay Transfer Aisle/K6-848/VAB,,01/01/1966 12:00:00 AM,,,03/01/1996 12:00:00 AM,06/22/2015 12:00:00 AM,US,Sheryl Chaffee,321-867-8047,"32899(28.538331, -81.378879)",Kennedy Space Center,FL,32899
Marshall Space Flight Center,Public,ED Air Flow Turbine Test Facility 4777,,01/01/1985 12:00:00 AM,Active,,03/01/1996 12:00:00 AM,05/30/2014 12:00:00 AM,US,Pam Caruso,256-544-7795,"35812(34.729538, -86.585283)",Huntsville,AL,35812
Marshall Space Flight Center,Public,EH Mechanical & Corrosion Testing 4612,,01/01/1961 12:00:00 AM,Active,,03/01/1996 12:00:00 AM,06/02/2014 12:00:00 AM,US,Pam Caruso,256-544-7795,"35812(34.729538, -86.585283)",Huntsville,AL,35812
Kennedy Space Center,Public,Airlock/M7-1354/PHSF ,,01/01/1985 12:00:00 AM,,,03/01/1996 12:00:00 AM,06/22/2015 12:00:00 AM,US,Sheryl Chaffee,321-867-8047,"32899(28.538331, -81.378879)",Kennedy Space Center,FL,32899
Marshall Space Flight Center,Public,Propulsion Research and Development Laboratory,,01/01/2005 12:00:00 AM,Active,,08/10/2006 12:00:00 AM,03/31/2014 12:00:00 AM,US,Pam Caruso,256-544-7795,"35812(34.729538, -86.585283)",Huntsville,AL,35812
Marshall Space Flight Center,Public,EH Robotic Welding Facility 4707,,01/01/1956 12:00:00 AM,Active,,03/01/1996 12:00:00 AM,06/02/2014 12:00:00 AM,US,Pam Caruso,256-544-7795,"35812(34.729538, -86.585283)",Huntsville,AL,35812
Marshall Space Flight Center,Public,ET Modal Test Facility 4619,,,Active,,04/25/1996 12:00:00 AM,03/31/2014 12:00:00 AM,US,Pam Caruso,256-544-7795,"35812(34.729538, -86.585283)",Huntsville,AL,35812
Glenn Research Center,Public,Electric Power Lab - Vacuum Facility 5 (VF-5),,01/01/1961 12:00:00 AM,Active,http://www.grc.nasa.gov/WWW/Facilities/ext/capabilities/spacesim_lewis.html,03/01/1996 12:00:00 AM,03/04/2015 12:00:00 AM,US,Linda C. Elonen-Wright,216-433-9370,"44135(41.430364, -81.808561)",Cleveland,OH,44135
Langley Research Center,Public,Productivity Enhancement Lab (B-1232A),,01/01/1946 12:00:00 AM,Active,,03/01/1996 12:00:00 AM,02/25/2013 12:00:00 AM,US,Sherry Johnson,757.864-3848,"23681-2199(37.08681, -76.376649)",Hampton,VA,23681-2199
Kennedy Space Center,Public,Operations and Checkout West Vacuum Chamber,,,Inactive,,07/10/2010 12:00:00 AM,06/22/2015 12:00:00 AM,US,Sheryl Chaffee,321-867-8047,"32899(28.538331, -81.378879)",Kennedy Space Center,FL,32899
NASA Aircraft Management Division,Public,JSC B-377G Super Guppy Support Aircraft,,,Active,http://jsc-aircraft-ops.jsc.nasa.gov/guppy/index.html,11/04/2009 12:00:00 AM,07/22/2013 12:00:00 AM,US,Hsien (Shen) Yen,202 358 4721,"20546(38.883239, -77.016473)",Washington,DC,20546
Glenn Research Center,Public,"Spacecraft Propulsion Test Facility (B-2), #3211",,01/01/1968 12:00:00 AM,Active,,03/01/1996 12:00:00 AM,03/04/2015 12:00:00 AM,US,Linda C. Elonen-Wright,216-433-9370,"44135(41.430364, -81.808561)",Cleveland,OH,44135
Glenn Research Center,Public,"Space Power Facility (SPF), Bldg. 1411",,01/01/1968 12:00:00 AM,Active,http://facilities.grc.nasa.gov/spf/,03/01/1996 12:00:00 AM,03/05/2015 12:00:00 AM,US,Linda C. Elonen-Wright,216-433-9370,"44135(41.430364, -81.808561)",Cleveland,OH,44135
Langley Research Center,Public,Unitary Plan Wind Tunnel,,01/01/1952 12:00:00 AM,Active,http://www.aeronautics.nasa.gov/atp/index.html,03/01/1996 12:00:00 AM,02/25/2013 12:00:00 AM,US,Sherry Johnson,757.864-3848,"23681-2199(37.08681, -76.376649)",Hampton,VA,23681-2199
Marshall Space Flight Center,Public,Stray Light Vacuum Chamber Facility 4487,,,Active,,07/17/2010 12:00:00 AM,03/31/2014 12:00:00 AM,US,Pam Caruso,256-544-7795,"35812(34.729538, -86.585283)",Huntsville,AL,35812
Glenn Research Center,Public,"Materials & Structures Complex (49, 105, 106,etc.)",,01/01/1943 12:00:00 AM,Active,,03/01/1996 12:00:00 AM,03/04/2015 12:00:00 AM,US,Linda C. Elonen-Wright,216-433-9370,"44135(41.430364, -81.808561)",Cleveland,OH,44135
Marshall Space Flight Center,Public,ET Pyrotechnic Shock Test Facility 4619,,,Active,,04/25/1996 12:00:00 AM,03/31/2014 12:00:00 AM,US,Pam Caruso,256-544-7795,"35812(34.729538, -86.585283)",Huntsville,AL,35812
Marshall Space Flight Center,Public,EH Low Pressure Flammability Test Sys. 4623,,01/01/1960 12:00:00 AM,Active,,03/01/1996 12:00:00 AM,06/02/2014 12:00:00 AM,US,Pam Caruso,256-544-7795,"35812(34.729538, -86.585283)",Huntsville,AL,35812
Marshall Space Flight Center,Public,EM-20 Thermography Facility 4711,,01/01/1992 12:00:00 AM,Active,,08/04/2006 12:00:00 AM,03/31/2014 12:00:00 AM,US,Pam Caruso,256-544-7795,"35812(34.729538, -86.585283)",Huntsville,AL,35812
Kennedy Space Center,Public,Launch Equipment Test Facility (LETF)/M7-505A ,,01/01/1975 12:00:00 AM,,,03/01/1996 12:00:00 AM,06/22/2015 12:00:00 AM,US,Sheryl Chaffee,321-867-8047,"32899(28.538331, -81.378879)",Kennedy Space Center,FL,32899
Marshall Space Flight Center,Public,ED Solid Rocket Engine Air Flow Fac 4777,,01/01/1985 12:00:00 AM,Active,,03/01/1996 12:00:00 AM,06/02/2014 12:00:00 AM,US,Pam Caruso,256-544-7795,"35812(34.729538, -86.585283)",Huntsville,AL,35812
Kennedy Space Center,Public,High Bay 1 Cell/K6-848/VAB ,,01/01/1966 12:00:00 AM,Active,,03/01/1996 12:00:00 AM,06/22/2015 12:00:00 AM,US,Sheryl Chaffee,321-867-8047,"32899(28.538331, -81.378879)",Kennedy Space Center,FL,32899
NASA Aircraft Management Division,Public,JSC WB-57 High Altitude Research Aircraft,,,Active,http://jsc-aircraft-ops.jsc.nasa.gov/wb57/index.html,11/04/2009 12:00:00 AM,07/22/2013 12:00:00 AM,US,Hsien (Shen) Yen,202 358 4721,"20546(38.883239, -77.016473)",Washington,DC,20546
NASA Aircraft Management Division,Public,GRC Learjet 25 Research Aircraft,,,Active,,11/04/2009 12:00:00 AM,07/22/2013 12:00:00 AM,US,Hsien (Shen) Yen,202 358 4721,"20546(38.883239, -77.016473)",Washington,DC,20546
Marshall Space Flight Center,Public,"AB Communications Facility, Bldg. 4207",,01/01/1962 12:00:00 AM,Active,,03/01/1996 12:00:00 AM,06/02/2014 12:00:00 AM,US,Pam Caruso,256-544-7795,"35812(34.729538, -86.585283)",Huntsville,AL,35812
Marshall Space Flight Center,Public,ES Solar Magnetograph Facility 4347 ,,01/01/1950 12:00:00 AM,,,03/01/1996 12:00:00 AM,03/31/2014 12:00:00 AM,US,Pam Caruso,256-544-7795,"35812(34.729538, -86.585283)",Huntsville,AL,35812
NASA Aircraft Management Division,Public,WFF P-3B Research Aircraft,,,Active,http://wacop.wff.nasa.gov/LAAPBDesc.cfm,11/04/2009 12:00:00 AM,02/13/2013 12:00:00 AM,US,Hsien (Shen) Yen,202 358 4721,"20546(38.883239, -77.016473)",Washington,DC,20546
Goddard Space Flight Center,Public,700: Global Positioning System (GPS) Verification,,01/01/1963 12:00:00 AM,Active,,03/01/1996 12:00:00 AM,08/16/2013 12:00:00 AM,US,Barry Green,301 286 2520,"20771(38.99538, -76.853161)",Greenbelt,MD,20771
Kennedy Space Center,Public,HMF Storage Building East/M7-1412 ,,01/01/1964 12:00:00 AM,,,03/01/1996 12:00:00 AM,06/22/2015 12:00:00 AM,US,Sheryl Chaffee,321-867-8047,"32899(28.538331, -81.378879)",Kennedy Space Center,FL,32899
Jet Propulsion Lab,Public,48-inch Telescope,,01/01/1988 12:00:00 AM,Active,,03/01/1996 12:00:00 AM,08/07/2013 12:00:00 AM,US,Gary Gray,818.354.0701,"91109(34.178124, -118.150662)",PASADENA,CA,91109
Johnson Space Center,Public,General Vibration Lab (GVL),,01/01/2012 12:00:00 AM,Active,http://www.nasa.gov/centers/johnson/pdf/639503main_VATF_User_Test_Planning_Guide.pdf,07/08/2010 12:00:00 AM,09/26/2012 12:00:00 AM,US,Charles Noel,281.483.3219,"77058(29.559177, -95.097897)",Houston,TX,77058
Langley Research Center,Public,Electron Beam Welding Lab,,01/01/1946 12:00:00 AM,Active,,03/01/1996 12:00:00 AM,02/15/2013 12:00:00 AM,US,Sherry Johnson,757.864-3848,"23681-2199(37.08681, -76.376649)",Hampton,VA,23681-2199
Marshall Space Flight Center,Public,EH Sheet Metal Assembly & Machine Shop 4705,,01/01/1958 12:00:00 AM,Active,,03/01/1996 12:00:00 AM,06/02/2014 12:00:00 AM,US,Pam Caruso,256-544-7795,"35812(34.729538, -86.585283)",Huntsville,AL,35812
Kennedy Space Center,Public,South Wing/60680/HGR-AE ,,01/01/1959 12:00:00 AM,,,03/01/1996 12:00:00 AM,06/22/2015 12:00:00 AM,US,Sheryl Chaffee,321-867-8047,"32899(28.538331, -81.378879)",Kennedy Space Center,FL,32899
Marshall Space Flight Center,Public,ES Laboratory for Structural Biology 4484 ,,01/01/1994 12:00:00 AM,,,03/01/1996 12:00:00 AM,03/31/2014 12:00:00 AM,US,Pam Caruso,256-544-7795,"35812(34.729538, -86.585283)",Huntsville,AL,35812
Marshall Space Flight Center,Public,EM-20 Shearography Facility 4711,,01/01/1992 12:00:00 AM,Active,,08/04/2006 12:00:00 AM,03/31/2014 12:00:00 AM,US,Pam Caruso,256-544-7795,"35812(34.729538, -86.585283)",Huntsville,AL,35812
Stennis Space Center,Public,"Canals, Lock & Dock System #0036,2310,2311,2317",,01/01/1966 12:00:00 AM,Active,http://rockettest.nasa.gov,03/01/1996 12:00:00 AM,04/06/2015 12:00:00 AM,US,Robert Bruce,228-688-1646,"39529-6000(30.385948, -89.604486)",Stennis Space Center,MS,39529-6000
Kennedy Space Center,Public,High Bay 2 Cell/K6-848/VAB ,,01/01/1966 12:00:00 AM,Active,,03/01/1996 12:00:00 AM,06/22/2015 12:00:00 AM,US,Sheryl Chaffee,321-867-8047,"32899(28.538331, -81.378879)",Kennedy Space Center,FL,32899
Jet Propulsion Lab,Public,DSS 66 Antenna,,01/01/1964 12:00:00 AM,Inactive,,03/01/1996 12:00:00 AM,08/07/2013 12:00:00 AM,US,Gary Gray,818.354.0701,"91109(34.178124, -118.150662)",PASADENA,CA,91109
Kennedy Space Center,Public,Launch Pad 39B/J7-337 ,,01/01/1965 12:00:00 AM,,,03/01/1996 12:00:00 AM,06/22/2015 12:00:00 AM,US,Sheryl Chaffee,321-867-8047,"32899(28.538331, -81.378879)",Kennedy Space Center,FL,32899
Marshall Space Flight Center,Public,EO UDC/ Express Rack/ Express Pallet 4612,,01/01/1988 12:00:00 AM,Under,,05/29/1996 12:00:00 AM,03/31/2014 12:00:00 AM,US,Pam Caruso,256-544-7795,"35812(34.729538, -86.585283)",Huntsville,AL,35812
Goddard Space Flight Center,Public,"700: Space Simulation Laboratory, Building 7/10/15",,01/01/1962 12:00:00 AM,Active,,03/01/1996 12:00:00 AM,08/16/2013 12:00:00 AM,US,Barry Green,301 286 2520,"20771(38.99538, -76.853161)",Greenbelt,MD,20771
Goddard Space Flight Center,Public,500: Space-Ground Link Terminal,,01/01/1977 12:00:00 AM,Active,,03/01/1996 12:00:00 AM,08/16/2013 12:00:00 AM,US,Barry Green,301 286 2520,"20771(38.99538, -76.853161)",Greenbelt,MD,20771
Jet Propulsion Lab,Public,Frequency Standards Laboratory,,01/01/1985 12:00:00 AM,Active,,03/01/1996 12:00:00 AM,08/07/2013 12:00:00 AM,US,Gary Gray,818.354.0701,"91109(34.178124, -118.150662)",PASADENA,CA,91109
Marshall Space Flight Center,Public,ET West Vibration Test Facility 4619,,,Active,,04/25/1996 12:00:00 AM,03/31/2014 12:00:00 AM,US,Pam Caruso,256-544-7795,"35812(34.729538, -86.585283)",Huntsville,AL,35812
Wallops Flight Facility/GSFC,Public,National Scientific Balloon Facility,,01/01/1977 12:00:00 AM,Active,http://www.nasa.gov/centers/wallops,03/01/1996 12:00:00 AM,07/19/2013 12:00:00 AM,US,Scott H. Schaire,757-824-1120,"23337-5099(37.911289, -75.469622)",Wallops Island,VA,23337-5099
